SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75096-1",6022171,3,"Transparent Light Blue","System",98138,"Flat Tile 1X1, Round","http://cache.lego.com/media/bricks/5/2/6022171.jpg",135
"75096-1",4124108,2,"Transparent Red","System",30374,"Light Sword - Blade","http://cache.lego.com/media/bricks/5/2/4124108.jpg",93
"75096-1",4189801,8,"Transparent Red","System",30070,"Flat Tile 1X2 - Tr","http://cache.lego.com/media/bricks/5/2/4189801.jpg",101
"75096-1",4201019,2,"Transparent Red","System",6225,"Plate 1X2 - Tr.","http://cache.lego.com/media/bricks/5/2/4201019.jpg",213
"75096-1",4244363,4,"Transparent Red","System",50746,"Roof Tile 1 X 1 X 2/3","http://cache.lego.com/media/bricks/5/2/4244363.jpg",218
"75096-1",6054526,3,"Transparent Red","System",15303,"Arrow 8M For Spring Shooter","http://cache.lego.com/media/bricks/5/2/6054526.jpg",63
"75096-1",379401,2,"White","System",3794,"Plate 1X2 W. 1 Knob","http://cache.lego.com/media/bricks/5/2/379401.jpg",494
"75096-1",614301,1,"White","System",6143,"Brick Ø16 W. Cross","http://cache.lego.com/media/bricks/5/2/614301.jpg",196
"75096-1",4124113,2,"White","System (Figure Part)",30362,"Leg 1X2X2 2/3 W. Snap","http://cache.lego.com/media/bricks/5/2/4124113.jpg",59
"75096-1",6055181,1,"White","System (Figure Part)",15797,"Round Brick 2X2X2, 'No 1001'","http://cache.lego.com/media/bricks/5/2/6055181.jpg",8




