SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75094-1",4211065,10,"Dark Stone Grey","System",3020,"Plate 2X4","http://cache.lego.com/media/bricks/5/2/4211065.jpg",620
"75094-1",4211094,6,"Dark Stone Grey","System",3022,"Plate 2X2","http://cache.lego.com/media/bricks/5/2/4211094.jpg",536
"75094-1",4256828,2,"Dark Stone Grey","System",3703,"Technic Brick 1X16, Ø4,9","http://cache.lego.com/media/bricks/5/2/4256828.jpg",41
"75094-1",4257526,2,"Dark Stone Grey","System",4477,"Plate 1X10","http://cache.lego.com/media/bricks/5/2/4257526.jpg",182
"75094-1",4289542,4,"Dark Stone Grey","System",48729,"Stick Ø 3.2 W. Holder","http://cache.lego.com/media/bricks/5/2/4289542.jpg",240
"75094-1",4539429,1,"Dark Stone Grey","System",2639,"Corner Plate 2X4X4","http://cache.lego.com/media/bricks/5/2/4539429.jpg",57
"75094-1",4540386,4,"Dark Stone Grey","System",61409,"Roof Tile W. Lattice 1X2X2/3","http://cache.lego.com/media/bricks/5/2/4540386.jpg",278
"75094-1",4595708,1,"Dark Stone Grey","System",92107,"Trapdoor Frame 6X8","http://cache.lego.com/media/bricks/5/2/4595708.jpg",52
"75094-1",4595710,1,"Dark Stone Grey","System",92099,"Plate 4X5 W. Shaft Ø3.2","http://cache.lego.com/media/bricks/5/2/4595710.jpg",84
"75094-1",6048898,2,"Dark Stone Grey","System",15400,"Spring Shooter 1X4","http://cache.lego.com/media/bricks/5/2/6048898.jpg",132
"75094-1",6092572,3,"Dark Stone Grey","System",15573,"Plate 1X2 W. 1 Knob","http://cache.lego.com/media/bricks/5/2/6092572.jpg",126
"75094-1",6012812,4,"Dark Stone Grey","System (Figure Part)",76116,"Bad Robot Arm","http://cache.lego.com/media/bricks/5/2/6012812.jpg",37
"75094-1",4182751,2,"Dark Stone Grey","Technic",44224,"Flex Joint 6M, Ø24, Male","http://cache.lego.com/media/bricks/5/2/4182751.jpg",31
"75094-1",4210686,4,"Dark Stone Grey","Technic",32316,"Technic 5M Beam","http://cache.lego.com/media/bricks/5/2/4210686.jpg",103
"75094-1",4210980,4,"Dark Stone Grey","Technic",41677,"Technic Lever 2M","http://cache.lego.com/media/bricks/5/2/4210980.jpg",89
"75094-1",6015356,2,"Dark Stone Grey","Technic",11214,"Con. Bush 2M Fr. + Cross Axle","http://cache.lego.com/media/bricks/5/2/6015356.jpg",156
"75094-1",6083620,4,"Dark Stone Grey","Technic",87083,"Cross Axle 4M With End Stop","http://cache.lego.com/media/bricks/5/2/6083620.jpg",363
"75094-1",6133119,2,"Dark Stone Grey","Technic",24505,"Gear Wheel Z24","http://cache.lego.com/media/bricks/5/2/6133119.jpg",78
"75094-1",4634079,1,"Light Nougat","System (Figure Part)",97427,"Mini Head 'No. 854'","http://cache.lego.com/media/bricks/5/2/4634079.jpg",9
"75094-1",6058705,1,"Light Nougat","System (Figure Part)",16353,"Mini Head No. '1368'","http://cache.lego.com/media/bricks/5/2/6058705.jpg",6
"75094-1",6112341,1,"Light Nougat","System (Figure Part)",20981,"Mini Head No '1659'","http://cache.lego.com/media/bricks/5/2/6112341.jpg",3
"75094-1",6112518,1,"Light Nougat","System (Figure Part)",21002,"Mini Head No '1661'","http://cache.lego.com/media/bricks/5/2/6112518.jpg",3
"75094-1",6055384,1,"Medium Nougat","System (Printed Part)",15828,"Flat Tile 1X1, Round 'No. 18'","http://cache.lego.com/media/bricks/5/2/6055384.jpg",44
"75094-1",4211350,2,"Medium Stone Grey","System",2412,"Radiator Grille 1X2","http://cache.lego.com/media/bricks/5/2/4211350.jpg",462
"75094-1",4211353,13,"Medium Stone Grey","System",2420,"Corner Plate 1X2X2","http://cache.lego.com/media/bricks/5/2/4211353.jpg",218
"75094-1",4211356,3,"Medium Stone Grey","System",2431,"Flat Tile 1X4","http://cache.lego.com/media/bricks/5/2/4211356.jpg",348
"75094-1",4211360,2,"Medium Stone Grey","System",2445,"Plate 2X12","http://cache.lego.com/media/bricks/5/2/4211360.jpg",132
"75094-1",4211374,2,"Medium Stone Grey","System",2730,"Technic Brick 1X10 Ø4.9","http://cache.lego.com/media/bricks/5/2/4211374.jpg",71
"75094-1",4211388,2,"Medium Stone Grey","System",3004,"Brick 1X2","http://cache.lego.com/media/bricks/5/2/4211388.jpg",439
"75094-1",4211394,2,"Medium Stone Grey","System",3010,"Brick 1X4","http://cache.lego.com/media/bricks/5/2/4211394.jpg",291
"75094-1",4211397,2,"Medium Stone Grey","System",3022,"Plate 2X2","http://cache.lego.com/media/bricks/5/2/4211397.jpg",580
"75094-1",4211398,6,"Medium Stone Grey","System",3023,"Plate 1X2","http://cache.lego.com/media/bricks/5/2/4211398.jpg",678
"75094-1",4211399,5,"Medium Stone Grey","System",3024,"Plate 1X1","http://cache.lego.com/media/bricks/5/2/4211399.jpg",260
"75094-1",4211425,4,"Medium Stone Grey","System",3460,"Plate 1X8","http://cache.lego.com/media/bricks/5/2/4211425.jpg",257
"75094-1",4211438,3,"Medium Stone Grey","System",3666,"Plate 1X6","http://cache.lego.com/media/bricks/5/2/4211438.jpg",377
"75094-1",4211445,3,"Medium Stone Grey","System",3710,"Plate 1X4","http://cache.lego.com/media/bricks/5/2/4211445.jpg",530
"75094-1",4211452,6,"Medium Stone Grey","System",3795,"Plate 2X6","http://cache.lego.com/media/bricks/5/2/4211452.jpg",406
"75094-1",4211473,4,"Medium Stone Grey","System",3957,"Whip/Aerial","http://cache.lego.com/media/bricks/5/2/4211473.jpg",172
"75094-1",4211535,8,"Medium Stone Grey","System",6541,"Technic Brick 1X1","http://cache.lego.com/media/bricks/5/2/4211535.jpg",141
"75094-1",4211541,2,"Medium Stone Grey","System",32000,"Brick 1X2 M. 2 Holes Ø 4,87","http://cache.lego.com/media/bricks/5/2/4211541.jpg",157
"75094-1",4211564,3,"Medium Stone Grey","System",3245,"Brick 1X2X2","http://cache.lego.com/media/bricks/5/2/4211564.jpg",101
"75094-1",4211568,3,"Medium Stone Grey","System",32028,"Plate 1X2 With Slide","http://cache.lego.com/media/bricks/5/2/4211568.jpg",206
"75094-1",4211572,4,"Medium Stone Grey","System",30157,"Wheel Suspension 2X4 W. Snap","http://cache.lego.com/media/bricks/5/2/4211572.jpg",59
"75094-1",4211837,1,"Medium Stone Grey","System",6179,"Plate 4X4 W. 4 Knobs","http://cache.lego.com/media/bricks/5/2/4211837.jpg",65
"75094-1",4211860,4,"Medium Stone Grey","System",3895,"Technic Brick 1X12, Ø4,9","http://cache.lego.com/media/bricks/5/2/4211860.jpg",49
"75094-1",4215513,4,"Medium Stone Grey","System",6231,"Wall Corner 1X1X1","http://cache.lego.com/media/bricks/5/2/4215513.jpg",99
"75094-1",4244627,2,"Medium Stone Grey","System",48336,"Plate 1X2 W. Stick 3.18","http://cache.lego.com/media/bricks/5/2/4244627.jpg",307
