SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75095-1",370626,1,"Black","Technic",3706,"Cross Axle 6M","http://cache.lego.com/media/bricks/5/2/370626.jpg",770
"75095-1",4111998,2,"Black","Technic",32009,"Double Angular Beam 3X7 45°","http://cache.lego.com/media/bricks/5/2/4111998.jpg",119
"75095-1",4121715,4,"Black","Technic",2780,"Connector Peg W. Friction","http://cache.lego.com/media/bricks/5/2/4121715.jpg",1828
"75095-1",4142135,2,"Black","Technic",32316,"Technic 5M Beam","http://cache.lego.com/media/bricks/5/2/4142135.jpg",225
"75095-1",4142822,2,"Black","Technic",32523,"Technic 3M Beam","http://cache.lego.com/media/bricks/5/2/4142822.jpg",192
"75095-1",4495935,2,"Black","Technic",32524,"Technic 7M Beam","http://cache.lego.com/media/bricks/5/2/4495935.jpg",165
"75095-1",4522933,10,"Black","Technic",41239,"Technic 13M Beam","http://cache.lego.com/media/bricks/5/2/4522933.jpg",89
"75095-1",6173119,4,"Black","Technic",29219,"Tube, W/ Double 4.85 Hole","http://cache.lego.com/media/bricks/5/2/6173119.jpg",63
"75095-1",4113233,10,"Brick Yellow","System",3710,"Plate 1X4","http://cache.lego.com/media/bricks/5/2/4113233.jpg",233
"75095-1",4113988,3,"Brick Yellow","System",3034,"Plate 2X8","http://cache.lego.com/media/bricks/5/2/4113988.jpg",103
"75095-1",4570516,32,"Brick Yellow","System",30565,"Plate 4X4, 1/4 Circle","http://cache.lego.com/media/bricks/5/2/4570516.jpg",22
"75095-1",4618876,4,"Brick Yellow","System",92950,"Brick 1X6 W/Inside Bow","http://cache.lego.com/media/bricks/5/2/4618876.jpg",30
"75095-1",4666579,1,"Brick Yellow","Technic",6562,"Connector Peg/Cross Axle","http://cache.lego.com/media/bricks/5/2/4666579.jpg",687
"75095-1",4666999,1,"Brick Yellow","Technic",99008,"Krydsaksel M/Stop 4M","http://cache.lego.com/media/bricks/5/2/4666999.jpg",44
"75095-1",241923,4,"Bright Blue","System",2419,"Corner Plate 3X6","http://cache.lego.com/media/bricks/5/2/241923.jpg",51
"75095-1",302023,12,"Bright Blue","System",3020,"Plate 2X4","http://cache.lego.com/media/bricks/5/2/302023.jpg",383
"75095-1",303023,4,"Bright Blue","System",3030,"Plate 4X10","http://cache.lego.com/media/bricks/5/2/303023.jpg",40
"75095-1",4206482,1,"Bright Blue","Technic",43093,"Conn.Bush W.Fric./Crossale","http://cache.lego.com/media/bricks/5/2/4206482.jpg",1261
"75095-1",4514553,24,"Bright Blue","Technic",6558,"Connector Peg W. Friction 3M","http://cache.lego.com/media/bricks/5/2/4514553.jpg",642
"75095-1",4654448,1,"Bright Orange","System",96874,"Element Seperator","http://cache.lego.com/media/bricks/5/2/4654448.jpg",424
"75095-1",301021,2,"Bright Red","System",3010,"Brick 1X4","http://cache.lego.com/media/bricks/5/2/301021.jpg",418
"75095-1",302321,54,"Bright Red","System",3023,"Plate 1X2","http://cache.lego.com/media/bricks/5/2/302321.jpg",700
"75095-1",623221,4,"Bright Red","System",6232,"Brick 2X2 W. Snap And Cross","http://cache.lego.com/media/bricks/5/2/623221.jpg",66
"75095-1",6078641,4,"Bright Red","System",14719,"Flat Tile Corner 1X2X2","http://cache.lego.com/media/bricks/5/2/6078641.jpg",7
"75095-1",4142865,1,"Bright Red","Technic",32062,"2M Cross Axle W. Groove","http://cache.lego.com/media/bricks/5/2/4142865.jpg",1042
"75095-1",242024,26,"Bright Yellow","System",2420,"Corner Plate 1X2X2","http://cache.lego.com/media/bricks/5/2/242024.jpg",118
"75095-1",4535740,8,"Bright Yellow","System",63868,"Plate 2X1 W/Holder,Vertical","http://cache.lego.com/media/bricks/5/2/4535740.jpg",28
"75095-1",302228,4,"Dark Green","System",3022,"Plate 2X2","http://cache.lego.com/media/bricks/5/2/302228.jpg",231
"75095-1",4107736,6,"Dark Green","System",3004,"Brick 1X2","http://cache.lego.com/media/bricks/5/2/4107736.jpg",296
"75095-1",4161674,1,"Dark Stone Grey","System",30367,"Final Brick 2X2","http://cache.lego.com/media/bricks/5/2/4161674.jpg",60
"75095-1",4210633,44,"Dark Stone Grey","System",6141,"Round Plate 1X1","http://cache.lego.com/media/bricks/5/2/4210633.jpg",348
"75095-1",4210635,72,"Dark Stone Grey","System",2420,"Corner Plate 1X2X2","http://cache.lego.com/media/bricks/5/2/4210635.jpg",236
"75095-1",4211001,8,"Dark Stone Grey","System",3710,"Plate 1X4","http://cache.lego.com/media/bricks/5/2/4211001.jpg",524
"75095-1",4211024,1,"Dark Stone Grey","System",30000,"Bearing Element 2X2 W.D. Snap","http://cache.lego.com/media/bricks/5/2/4211024.jpg",81
"75095-1",4211043,18,"Dark Stone Grey","System",3021,"Plate 2X3","http://cache.lego.com/media/bricks/5/2/4211043.jpg",523
"75095-1",4211134,2,"Dark Stone Grey","System",3958,"Plate 6X6","http://cache.lego.com/media/bricks/5/2/4211134.jpg",152
"75095-1",4212075,4,"Dark Stone Grey","System",30357,"Plate 3X3, 1/4 Circle","http://cache.lego.com/media/bricks/5/2/4212075.jpg",58
"75095-1",4249139,1,"Dark Stone Grey","System",6143,"Brick Ø16 W. Cross","http://cache.lego.com/media/bricks/5/2/4249139.jpg",116
"75095-1",4257526,4,"Dark Stone Grey","System",4477,"Plate 1X10","http://cache.lego.com/media/bricks/5/2/4257526.jpg",182
"75095-1",4521187,4,"Dark Stone Grey","System",60478,"Plate 1X2 W/Shaft Ø3.2","http://cache.lego.com/media/bricks/5/2/4521187.jpg",224
"75095-1",4529240,1,"Dark Stone Grey","System",59900,"Nose Cone Small 1X1","http://cache.lego.com/media/bricks/5/2/4529240.jpg",179
"75095-1",4540386,14,"Dark Stone Grey","System",61409,"Roof Tile W. Lattice 1X2X2/3","http://cache.lego.com/media/bricks/5/2/4540386.jpg",278
"75095-1",4543086,4,"Dark Stone Grey","System",32028,"Plate 1X2 With Slide","http://cache.lego.com/media/bricks/5/2/4543086.jpg",110
"75095-1",4583688,1,"Dark Stone Grey","System",89523,"Plate Octagonal 10X10 W. Snap","http://cache.lego.com/media/bricks/5/2/4583688.jpg",35
"75095-1",6000606,18,"Dark Stone Grey","System",99780,"Angular Plate 1.5 Bot. 1X2 1/2","http://cache.lego.com/media/bricks/5/2/6000606.jpg",260
"75095-1",6019987,2,"Dark Stone Grey","System",11458,"Plade 1X2 M. Van. Hul Ø 4,8","http://cache.lego.com/media/bricks/5/2/6019987.jpg",216
"75095-1",6071226,28,"Dark Stone Grey","System",15712,"Plate 1X1 W. Up Right Holder","http://cache.lego.com/media/bricks/5/2/6071226.jpg",123
"75095-1",4210749,1,"Dark Stone Grey","Technic",32449,"Lever 1X4, Without Notch","http://cache.lego.com/media/bricks/5/2/4210749.jpg",52
"75095-1",6097123,1,"Light Nougat","System (Figure Part)",19198,"Mini Head No. '1556'","http://cache.lego.com/media/bricks/5/2/6097123.jpg",4
"75095-1",4211350,13,"Medium Stone Grey","System",2412,"Radiator Grille 1X2","http://cache.lego.com/media/bricks/5/2/4211350.jpg",462
"75095-1",4211356,15,"Medium Stone Grey","System",2431,"Flat Tile 1X4","http://cache.lego.com/media/bricks/5/2/4211356.jpg",348
"75095-1",4211360,4,"Medium Stone Grey","System",2445,"Plate 2X12","http://cache.lego.com/media/bricks/5/2/4211360.jpg",132
"75095-1",4211361,16,"Medium Stone Grey","System",2450,"Corner Plate 45 Deg. 3X3","http://cache.lego.com/media/bricks/5/2/4211361.jpg",55
"75095-1",4211376,1,"Medium Stone Grey","System",2817,"Technic Doub. Bearing Pl. 2X2","http://cache.lego.com/media/bricks/5/2/4211376.jpg",159
"75095-1",4211388,4,"Medium Stone Grey","System",3004,"Brick 1X2","http://cache.lego.com/media/bricks/5/2/4211388.jpg",439
"75095-1",4211393,2,"Medium Stone Grey","System",3009,"Brick 1X6","http://cache.lego.com/media/bricks/5/2/4211393.jpg",214
"75095-1",4211395,16,"Medium Stone Grey","System",3020,"Plate 2X4","http://cache.lego.com/media/bricks/5/2/4211395.jpg",601
"75095-1",4211397,14,"Medium Stone Grey","System",3022,"Plate 2X2","http://cache.lego.com/media/bricks/5/2/4211397.jpg",580
"75095-1",4211398,29,"Medium Stone Grey","System",3023,"Plate 1X2","http://cache.lego.com/media/bricks/5/2/4211398.jpg",678
"75095-1",4211399,2,"Medium Stone Grey","System",3024,"Plate 1X1","http://cache.lego.com/media/bricks/5/2/4211399.jpg",260
"75095-1",4211406,8,"Medium Stone Grey","System",3034,"Plate 2X8","http://cache.lego.com/media/bricks/5/2/4211406.jpg",277
"75095-1",4211410,2,"Medium Stone Grey","System",3039,"Roof Tile 2X2/45°","http://cache.lego.com/media/bricks/5/2/4211410.jpg",189
"75095-1",4211413,4,"Medium Stone Grey","System",3068,"Flat Tile 2X2","http://cache.lego.com/media/bricks/5/2/4211413.jpg",284
"75095-1",4211414,25,"Medium Stone Grey","System",3069,"Flat Tile 1X2","http://cache.lego.com/media/bricks/5/2/4211414.jpg",334
"75095-1",4211415,12,"Medium Stone Grey","System",3070,"Flat Tile 1X1","http://cache.lego.com/media/bricks/5/2/4211415.jpg",175
"75095-1",4211421,2,"Medium Stone Grey","System",3298,"Roof Tile 2X3/25°","http://cache.lego.com/media/bricks/5/2/4211421.jpg",83
"75095-1",4211425,66,"Medium Stone Grey","System",3460,"Plate 1X8","http://cache.lego.com/media/bricks/5/2/4211425.jpg",257
"75095-1",4211429,26,"Medium Stone Grey","System",3623,"Plate 1X3","http://cache.lego.com/media/bricks/5/2/4211429.jpg",325
